@relation combi
@attribute Id numeric
@attribute Alley {'None','Pave','Grvl'}
@attribute BedroomAbvGr numeric
@attribute BldgType string
@attribute BsmtCond {'None','Po','Fa','TA','Gd','Ex'}
@attribute BsmtExposure {'None','No','Mn','Av','Gd'}
@attribute BsmtFinSF1 numeric
@attribute BsmtFinSF2 numeric
@attribute BsmtFinType1 {'None','Unf','LwQ','Rec','BLQ','ALQ','GLQ'}
@attribute BsmtFinType2 {'None','Unf','LwQ','Rec','BLQ','ALQ','GLQ'}
@attribute BsmtFullBath numeric
@attribute BsmtHalfBath numeric
@attribute BsmtQual {'None','Po','Fa','TA','Gd','Ex'}
@attribute BsmtUnfSF numeric
@attribute CentralAir {'N','Y'}
@attribute Condition1 string
@attribute Condition2 string
@attribute Electrical string
@attribute EnclosedPorch numeric
@attribute ExterCond {'Po','Fa','TA','Gd','Ex'}
@attribute Exterior1st string
@attribute Exterior2nd string
@attribute ExterQual {'Po','Fa','TA','Gd','Ex'}
@attribute Fence {'None','MnWw','GdWo','MnPrv','GdPrv'}
@attribute FireplaceQu {'None','Po','Fa','TA','Gd','Ex'}
@attribute Fireplaces numeric
@attribute Foundation string
@attribute FullBath numeric
@attribute Functional {'Sal','Sev','Maj2','Maj1','Mod','Min2','Min1','Typ'}
@attribute GarageArea numeric
@attribute GarageCars numeric
@attribute GarageCond {'None','Po','Fa','TA','Gd','Ex'}
@attribute GarageFinish {'None','Unf','RFn','Fin'}
@attribute GarageQual {'None','Po','Fa','TA','Gd','Ex'}
@attribute GarageType string
@attribute GarageYrBlt numeric
@attribute GrLivArea numeric
@attribute HalfBath numeric
@attribute Heating string
@attribute HeatingQC {'Po','Fa','TA','Gd','Ex'}
@attribute HouseStyle string
@attribute KitchenAbvGr numeric
@attribute KitchenQual {'Po','Fa','TA','Gd','Ex'}
@attribute LandSlope {'Sev','Mod','Gtl'}
@attribute LotArea numeric
@attribute LotConfig string
@attribute LotFrontage numeric
@attribute LotShape {'IR3','IR2','IR1','Reg'}
@attribute LowQualFinSF numeric
@attribute MasVnrArea numeric
@attribute MasVnrType string
@attribute MiscFeature string
@attribute MiscVal numeric
@attribute MoSold {'1','2','3','4','5','6','7','8','9','10','11','12'}
@attribute MSSubClass {'20','30','40','45','50','60','70','75','80','85','90','120','150','160','180','190'}
@attribute MSZoning string
@attribute Neighborhood string
@attribute OpenPorchSF numeric
@attribute OverallCond {'1','2','3','4','5','6','7','8','9'}
@attribute OverallQual numeric
@attribute PavedDrive {'N','P','Y'}
@attribute PoolArea numeric
@attribute PoolQC {'None','Fa','TA','Gd','Ex'}
@attribute RoofMatl string
@attribute RoofStyle string
@attribute SaleCondition string
@attribute SaleType string
@attribute ScreenPorch numeric
@attribute Street {'Pave','Grvl'}
@attribute TotalBsmtSF numeric
@attribute TotRmsAbvGrd numeric
@attribute Utilities string
@attribute WoodDeckSF numeric
@attribute X1stFlrSF numeric
@attribute X2ndFlrSF numeric
@attribute X3SsnPorch numeric
@attribute YearBuilt numeric
@attribute YearRemodAdd numeric
@attribute YrSold {'2006','2007','2008','2009','2010'}
@attribute SalePrice numeric
@data
766,'None',2,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'Gd',1498,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','Gd','None','Gd',1,'PConc',2,'Typ',592,2,'TA','Fin','TA','Attchd',2008,1506,0,'GasA','Ex','1Story',1,'Ex','Gtl',14587,'Inside',75,'IR1',0,284,'Stone','None',0,'8','20','RL','Somerst',174,'5',9,'Y',0,'None','CompShg','Gable','Partial','New',0,'Pave',1498,6,'AllPub',0,1506,0,0,2008,2008,'2008',264132
767,'None',3,'1Fam','TA','No',394,0,'GLQ','Unf',0,0,'Gd',586,'Y','Norm','Norm','SBrkr',156,'TA','HdBoard','HdBoard','TA','MnPrv','TA',1,'CBlock',2,'Typ',496,2,'TA','Unf','TA','Attchd',1988,1714,1,'GasA','TA','2Story',1,'TA','Gtl',10421,'Inside',80,'Reg',0,42,'BrkFace','Shed',500,'3','60','RL','NWAmes',66,'5',7,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',980,7,'AllPub',228,980,734,0,1988,1988,'2010',196500
768,'None',4,'1Fam','TA','Mn',660,0,'ALQ','Unf',1,0,'Gd',323,'Y','Norm','Norm','SBrkr',156,'TA','VinylSd','VinylSd','TA','None','None',0,'CBlock',2,'Mod',423,1,'TA','Unf','TA','Attchd',1989,1750,0,'GasA','Ex','1.5Fin',1,'TA','Gtl',12508,'Inside',75,'IR1',0,0,'None','Shed',1300,'7','50','RL','Mitchel',0,'7',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',983,7,'AllPub',245,983,767,0,1940,1985,'2008',160000
769,'None',3,'1Fam','TA','No',24,0,'GLQ','Unf',0,0,'Gd',1836,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','Gd','None','Gd',1,'PConc',2,'Typ',484,2,'TA','Fin','TA','Attchd',2004,1836,0,'GasA','Ex','1Story',1,'Gd','Gtl',9100,'Inside',70,'Reg',0,0,'None','None',0,'10','20','RL','CollgCr',33,'5',7,'Y',0,'None','CompShg','Hip','Normal','WD',0,'Pave',1860,8,'AllPub',120,1836,0,0,2004,2005,'2006',216837
770,'None',4,'1Fam','TA','Gd',1416,0,'ALQ','Unf',1,0,'Gd',234,'Y','Norm','Norm','SBrkr',0,'TA','CemntBd','Wd Shng','Ex','None','Gd',1,'PConc',3,'Mod',841,3,'TA','Fin','TA','BuiltIn',2003,3279,1,'GasA','Ex','2Story',1,'Ex','Mod',53504,'CulDSac',47,'IR2',0,603,'BrkFace','None',0,'6','60','RL','StoneBr',36,'5',8,'Y',0,'None','CompShg','Hip','Normal','WD',210,'Pave',1650,12,'AllPub',503,1690,1589,0,2003,2003,'2010',538000
771,'None',2,'1Fam','TA','Av',685,0,'GLQ','Unf',1,0,'Gd',173,'Y','Norm','Norm','SBrkr',0,'TA','Wd Sdng','Wd Sdng','TA','None','None',0,'CBlock',1,'Typ',576,2,'TA','Unf','TA','Detchd',1983,858,0,'GasA','TA','SFoyer',1,'TA','Gtl',7252,'CulDSac',72,'IR1',0,0,'None','None',0,'4','85','RL','Sawyer',0,'5',5,'Y',0,'None','CompShg','Hip','Normal','WD',0,'Pave',858,5,'AllPub',120,858,0,0,1982,1982,'2009',134900
772,'None',2,'1Fam','Fa','No',836,0,'LwQ','Unf',0,0,'Fa',0,'Y','Norm','Norm','FuseF',0,'TA','Wd Sdng','Wd Sdng','TA','None','None',0,'CBlock',1,'Typ',396,2,'TA','Unf','TA','Detchd',1951,1220,0,'GasA','TA','1Story',1,'TA','Gtl',8877,'Inside',67,'Reg',0,0,'None','None',0,'4','20','RL','Edwards',0,'5',4,'Y',0,'None','CompShg','Gable','Normal','COD',0,'Pave',836,6,'AllPub',0,1220,0,0,1951,1951,'2006',102000
773,'None',3,'1Fam','TA','Av',422,127,'ALQ','BLQ',1,0,'TA',480,'Y','Norm','Norm','SBrkr',0,'TA','Plywood','Plywood','TA','MnPrv','TA',1,'CBlock',1,'Typ',672,2,'TA','Unf','TA','Detchd',1976,1117,0,'GasA','TA','SLvl',1,'TA','Gtl',7819,'Inside',94,'Reg',0,0,'None','None',0,'3','80','RL','Edwards',0,'5',6,'Y',0,'None','CompShg','Gable','Abnorml','WD',0,'Pave',1029,6,'AllPub',144,1117,0,0,1976,1976,'2010',107000
774,'None',2,'1Fam','TA','No',456,0,'Rec','Unf',0,0,'TA',456,'Y','Feedr','Norm','FuseA',0,'TA','Wd Sdng','Wd Sdng','TA','None','None',0,'CBlock',1,'Typ',275,1,'TA','RFn','TA','Attchd',1958,912,0,'GasA','Ex','1Story',1,'TA','Gtl',10150,'Inside',70,'Reg',0,1,'None','None',0,'7','20','RL','NAmes',0,'5',5,'Y',0,'None','CompShg','Gable','Normal','COD',0,'Pave',912,5,'AllPub',0,912,0,0,1958,1958,'2007',114500
775,'None',3,'1Fam','TA','Av',0,0,'Unf','Unf',0,0,'Gd',1935,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','Gd','None','Gd',1,'PConc',2,'Typ',895,3,'TA','Fin','TA','Attchd',2006,1973,0,'GasA','Gd','1Story',1,'Gd','Gtl',14226,'Corner',110,'Reg',0,375,'BrkFace','None',0,'7','20','RL','NridgHt',45,'5',8,'Y',0,'None','CompShg','Hip','Partial','New',0,'Pave',1935,9,'AllPub',315,1973,0,0,2006,2006,'2007',395000
776,'None',2,'TwnhsE','TA','No',866,0,'GLQ','Unf',1,0,'Ex',338,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','TA','None','None',0,'PConc',2,'Typ',412,2,'TA','Fin','TA','Attchd',1998,1204,0,'GasA','Ex','1Story',1,'TA','Gtl',4500,'FR2',32,'Reg',0,320,'BrkFace','None',0,'6','120','RM','Mitchel',247,'5',6,'Y',0,'None','CompShg','Hip','Normal','WD',0,'Pave',1204,5,'AllPub',0,1204,0,0,1998,1998,'2009',162000
777,'None',3,'1Fam','TA','Av',20,0,'GLQ','Unf',0,0,'Gd',1594,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','Gd','None','None',0,'PConc',2,'Typ',865,3,'TA','RFn','TA','Attchd',2005,1614,0,'GasA','Ex','1Story',1,'Gd','Gtl',11210,'Inside',86,'IR1',0,240,'BrkFace','None',0,'7','20','RL','CollgCr',59,'5',7,'Y',0,'None','CompShg','Gable','Partial','New',0,'Pave',1614,7,'AllPub',144,1614,0,0,2005,2006,'2006',221500
778,'None',3,'1Fam','TA','No',762,0,'ALQ','Unf',1,0,'TA',102,'Y','Norm','Norm','SBrkr',0,'TA','HdBoard','Plywood','TA','MnPrv','Fa',1,'CBlock',1,'Typ',440,2,'TA','Unf','TA','Attchd',1974,894,0,'GasA','TA','1Story',1,'TA','Gtl',13350,'Inside',100,'IR1',0,0,'None','None',0,'6','20','RL','Sawyer',0,'5',5,'Y',0,'None','CompShg','Hip','Normal','WD',0,'Pave',864,5,'AllPub',241,894,0,0,1974,1974,'2006',142500
779,'None',4,'Duplex','None','None',0,0,'None','None',0,0,'None',0,'Y','Feedr','Norm','SBrkr',0,'TA','Plywood','Plywood','TA','None','TA',2,'Slab',2,'Typ',630,2,'TA','Unf','TA','Detchd',1977,2020,0,'GasA','TA','1Story',2,'TA','Gtl',8400,'Inside',60,'Reg',0,320,'BrkFace','None',0,'10','90','RH','SawyerW',0,'5',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',0,10,'AllPub',0,2020,0,0,1977,1977,'2007',144000
780,'None',2,'Duplex','TA','Gd',975,0,'GLQ','Unf',1,0,'Gd',0,'Y','Norm','Norm','SBrkr',0,'TA','Plywood','ImStucc','TA','None','None',0,'CBlock',1,'Typ',504,2,'TA','Unf','TA','Attchd',1977,1004,0,'GasA','TA','SFoyer',1,'TA','Gtl',10530,'Inside',78,'Reg',0,90,'BrkFace','None',0,'5','90','RL','Mitchel',0,'5',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',975,4,'AllPub',0,1004,0,0,1977,1977,'2006',135000
781,'None',3,'1Fam','Gd','No',0,0,'Unf','Unf',0,0,'Gd',1237,'Y','Norm','Norm','SBrkr',0,'TA','HdBoard','HdBoard','TA','None','TA',1,'PConc',2,'Typ',402,2,'TA','Fin','TA','Attchd',1995,1253,0,'GasA','Gd','1Story',1,'TA','Gtl',7875,'Inside',63,'Reg',0,38,'BrkFace','None',0,'6','20','RL','Gilbert',21,'5',7,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1237,6,'AllPub',220,1253,0,0,1995,1996,'2007',176000
782,'None',3,'1Fam','TA','No',387,0,'ALQ','Unf',0,0,'Gd',374,'Y','Norm','Norm','SBrkr',0,'Gd','VinylSd','VinylSd','Gd','None','None',0,'PConc',2,'Typ',484,2,'TA','RFn','TA','Attchd',1992,1603,1,'GasA','Ex','2Story',1,'Gd','Gtl',7153,'Inside',65,'Reg',0,0,'None','None',0,'7','60','RL','SawyerW',124,'5',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',761,7,'AllPub',0,810,793,0,1992,1992,'2006',175900
783,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'Gd',1413,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','Gd','None','None',0,'PConc',2,'Typ',605,2,'TA','RFn','TA','Attchd',2001,1430,0,'GasA','Ex','1Story',1,'Gd','Gtl',16285,'Inside',67,'IR2',0,0,'None','None',0,'6','20','RL','CollgCr',33,'5',7,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1413,6,'AllPub',0,1430,0,0,2001,2002,'2009',187100
784,'None',1,'1Fam','TA','Av',1097,0,'GLQ','Unf',1,0,'Gd',0,'Y','Norm','Norm','SBrkr',0,'Gd','Plywood','Plywood','TA','None','TA',1,'PConc',1,'Typ',602,2,'TA','Fin','TA','Attchd',1978,1110,0,'GasA','Ex','SFoyer',1,'Gd','Gtl',9101,'Corner',74,'IR1',0,104,'BrkFace','None',0,'7','85','RL','Mitchel',30,'6',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1097,4,'AllPub',303,1110,0,0,1978,1978,'2009',165500
785,'Grvl',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',742,'Y','Norm','Norm','SBrkr',134,'TA','Wd Sdng','Wd Shng','TA','None','Gd',1,'CBlock',2,'Typ',0,0,'None','None','None','None',0,1484,0,'GasA','Ex','2.5Unf',1,'TA','Gtl',6300,'Inside',35,'Reg',0,0,'None','None',0,'6','75','RM','OldTown',291,'6',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',742,9,'AllPub',0,742,742,0,1914,2001,'2008',128000
786,'None',3,'1Fam','TA','No',251,630,'Rec','LwQ',0,0,'TA',491,'Y','Feedr','Norm','SBrkr',0,'TA','BrkFace','Wd Sdng','TA','None','Gd',1,'CBlock',2,'Typ',457,2,'TA','Unf','TA','Attchd',1967,1342,0,'GasA','TA','1Story',1,'TA','Gtl',9790,'Inside',80,'Reg',0,0,'None','None',0,'9','20','RL','NWAmes',0,'5',6,'Y',0,'None','CompShg','Gable','Normal','WD',197,'Pave',1372,7,'AllPub',0,1342,0,0,1967,1967,'2009',161500
787,'None',4,'1Fam','TA','No',686,0,'LwQ','Unf',1,0,'Fa',0,'Y','Artery','Norm','SBrkr',196,'Gd','MetalSd','MetalSd','TA','None','None',0,'PConc',2,'Typ',416,1,'TA','Unf','TA','Detchd',1961,1652,0,'GasA','TA','1.5Fin',1,'TA','Gtl',10800,'Inside',60,'Reg',0,0,'None','Shed',1200,'6','50','RM','OldTown',0,'6',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',686,7,'AllPub',0,966,686,0,1915,1950,'2010',139000
788,'None',4,'1Fam','TA','No',656,0,'GLQ','Unf',1,0,'Gd',300,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','Gd','None','None',0,'PConc',2,'Typ',618,2,'TA','RFn','TA','BuiltIn',2004,2084,1,'GasA','Ex','2Story',1,'Gd','Gtl',10142,'Inside',76,'IR1',0,0,'None','None',0,'1','60','RL','SawyerW',45,'5',7,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',956,8,'AllPub',0,956,1128,0,2004,2004,'2010',233000
789,'None',2,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',901,'Y','Norm','Norm','SBrkr',0,'TA','MetalSd','MetalSd','TA','None','None',0,'CBlock',1,'Typ',281,1,'TA','Unf','Fa','Detchd',1954,901,0,'GasA','Ex','1Story',1,'TA','Gtl',6000,'Corner',50,'Reg',0,0,'None','None',0,'8','20','RM','OldTown',0,'7',4,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',901,4,'AllPub',0,901,0,0,1954,2000,'2008',107900
790,'None',5,'1Fam','Fa','Gd',568,0,'LwQ','Unf',0,0,'TA',264,'Y','Norm','Norm','SBrkr',0,'TA','HdBoard','HdBoard','TA','None','None',0,'CBlock',2,'Typ',444,2,'TA','Fin','TA','Attchd',1966,2087,1,'GasA','Gd','2Story',1,'Gd','Gtl',12205,'Inside',80.5,'IR1',0,157,'BrkFace','None',0,'7','60','RL','ClearCr',168,'8',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',832,9,'AllPub',133,976,1111,0,1966,2007,'2007',187500
791,'None',2,'TwnhsE','TA','No',16,0,'GLQ','Unf',0,0,'Gd',1129,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','Gd','None','Gd',1,'PConc',2,'Typ',397,2,'TA','Fin','TA','Attchd',2005,1145,0,'GasA','Ex','1Story',1,'Gd','Gtl',3182,'Inside',43,'Reg',0,11,'BrkFace','None',0,'9','120','RL','Blmngtn',16,'5',7,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1145,5,'AllPub',100,1145,0,0,2005,2006,'2009',160200
792,'None',3,'1Fam','TA','Av',539,0,'ALQ','Unf',1,0,'Gd',490,'Y','Norm','Norm','SBrkr',0,'TA','HdBoard','HdBoard','TA','None','TA',2,'PConc',1,'Typ',539,2,'TA','RFn','TA','Attchd',1976,1062,0,'GasA','TA','SLvl',1,'TA','Gtl',11333,'Corner',74,'IR1',0,0,'None','None',0,'5','80','RL','Mitchel',0,'5',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1029,5,'AllPub',120,1062,0,0,1976,1976,'2007',146800
793,'None',3,'1Fam','TA','Av',862,0,'GLQ','Unf',1,0,'Gd',255,'Y','Norm','Norm','SBrkr',0,'TA','MetalSd','MetalSd','Gd','None','TA',1,'PConc',2,'Typ',455,2,'TA','Unf','TA','Attchd',1997,2013,1,'GasA','Ex','2Story',1,'TA','Gtl',9920,'CulDSac',92,'IR1',0,0,'None','None',0,'6','60','RL','NoRidge',130,'5',7,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1117,8,'AllPub',180,1127,886,0,1996,1997,'2007',269790
794,'None',3,'1Fam','TA','Av',0,0,'Unf','Unf',0,0,'Gd',1496,'Y','Norm','Norm','SBrkr',0,'TA','CemntBd','CmentBd','Gd','None','None',0,'PConc',2,'Typ',474,2,'TA','Fin','TA','Attchd',2007,1496,0,'GasA','Ex','1Story',1,'Gd','Gtl',9158,'Inside',76,'Reg',0,140,'Stone','None',0,'6','20','RL','Somerst',130,'5',8,'Y',0,'None','CompShg','Gable','Partial','New',0,'Pave',1496,7,'AllPub',168,1496,0,0,2007,2007,'2007',225000
795,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'Gd',712,'Y','Norm','Norm','SBrkr',0,'TA','MetalSd','MetalSd','Gd','None','TA',1,'PConc',2,'Typ',409,2,'TA','Fin','TA','Attchd',1994,1895,1,'GasA','Ex','2Story',1,'Gd','Gtl',10832,'Corner',64,'IR1',0,0,'None','Shed',500,'10','60','RL','Gilbert',46,'5',7,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',712,7,'AllPub',143,1086,809,0,1994,1996,'2008',194500
796,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'Gd',650,'Y','Norm','Norm','SBrkr',0,'TA','HdBoard','HdBoard','TA','MnPrv','TA',1,'CBlock',2,'Typ',476,2,'TA','Unf','TA','Attchd',1980,1564,1,'GasA','TA','2Story',1,'TA','Gtl',8400,'Inside',70,'Reg',0,130,'BrkFace','None',0,'4','60','RL','SawyerW',50,'6',6,'Y',0,'None','CompShg','Gable','Normal','WD',204,'Pave',650,7,'AllPub',0,888,676,0,1980,1981,'2010',171000
797,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',660,'Y','Norm','Norm','SBrkr',0,'TA','Plywood','Plywood','TA','MnPrv','TA',1,'CBlock',1,'Typ',528,2,'TA','RFn','TA','Attchd',1977,1285,1,'GasA','Ex','1Story',1,'TA','Gtl',8197,'Inside',71,'Reg',0,148,'BrkFace','None',0,'4','20','RL','Sawyer',0,'5',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',660,7,'AllPub',138,1285,0,0,1977,1977,'2007',143500
798,'None',2,'1Fam','TA','No',570,0,'BLQ','Unf',0,0,'TA',203,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','TA','None','None',0,'CBlock',1,'Typ',240,1,'TA','Unf','TA','Attchd',1953,773,0,'GasA','Gd','1Story',1,'TA','Gtl',7677,'Inside',57,'Reg',0,0,'None','None',0,'4','20','RL','NAmes',0,'5',5,'Y',0,'None','CompShg','Gable','Abnorml','WD',0,'Pave',773,4,'AllPub',0,773,0,0,1953,1953,'2008',110000
799,'None',4,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'Ex',1926,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','Ex','None','Gd',2,'PConc',3,'Typ',820,3,'TA','Fin','TA','BuiltIn',2009,3140,1,'GasA','Ex','2Story',1,'Ex','Gtl',13518,'Inside',104,'Reg',0,860,'Stone','None',0,'7','60','RL','NridgHt',78,'5',9,'Y',0,'None','CompShg','Hip','Partial','New',0,'Pave',1926,11,'AllPub',144,1966,1174,0,2008,2009,'2009',485000
800,'None',3,'1Fam','TA','No',569,0,'ALQ','Unf',1,0,'Gd',162,'Y','Feedr','Norm','SBrkr',264,'TA','Wd Sdng','Wd Sdng','TA','MnPrv','TA',2,'BrkTil',1,'Typ',240,1,'TA','Unf','TA','Detchd',1939,1768,1,'GasA','Ex','1.5Fin',1,'Gd','Gtl',7200,'Corner',60,'Reg',0,252,'BrkFace','None',0,'6','50','RL','SWISU',0,'7',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',731,7,'AllPub',0,981,787,0,1937,1950,'2007',175000
801,'None',4,'1Fam','TA','Gd',462,0,'GLQ','Unf',1,0,'Gd',154,'Y','Feedr','Norm','SBrkr',185,'TA','VinylSd','VinylSd','TA','None','None',0,'PConc',2,'Typ',603,2,'TA','RFn','TA','Attchd',1997,1688,1,'GasA','Gd','2Story',1,'Gd','Mod',12798,'Inside',79,'IR1',0,0,'None','Shed',400,'5','60','RL','ClearCr',114,'5',6,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',616,8,'AllPub',403,616,1072,0,1997,1997,'2008',200000
802,'None',2,'1Fam','TA','No',197,0,'LwQ','Unf',1,0,'TA',999,'Y','Norm','Norm','FuseA',0,'TA','MetalSd','MetalSd','TA','None','None',0,'CBlock',1,'Typ',440,2,'TA','Unf','TA','Detchd',1957,1196,0,'GasA','Ex','1Story',1,'TA','Gtl',4800,'Inside',40,'Reg',0,0,'None','None',0,'7','30','RM','IDOTRR',0,'7',4,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1196,5,'AllPub',0,1196,0,0,1916,1990,'2007',109900
803,'None',3,'1Fam','TA','Av',648,0,'GLQ','Unf',1,0,'Gd',80,'Y','Norm','Norm','SBrkr',0,'TA','WdShing','Wd Shng','Gd','None','Gd',1,'PConc',2,'Typ',410,2,'TA','Fin','TA','Attchd',2005,1456,1,'GasA','Ex','2Story',1,'Gd','Gtl',8199,'Inside',63,'Reg',0,0,'None','None',0,'10','60','RL','CollgCr',18,'5',7,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',728,7,'AllPub',36,728,728,0,2005,2005,'2008',189000
804,'None',4,'1Fam','TA','Gd',0,0,'Unf','Unf',0,0,'Ex',1734,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','Ex','None','Gd',1,'PConc',3,'Typ',1020,3,'TA','RFn','TA','BuiltIn',2009,2822,1,'GasA','Ex','2Story',1,'Ex','Gtl',13891,'Inside',107,'Reg',0,424,'Stone','None',0,'1','60','RL','NridgHt',170,'5',9,'Y',0,'None','CompShg','Hip','Partial','New',192,'Pave',1734,12,'AllPub',52,1734,1088,0,2008,2009,'2009',582933
805,'None',2,'1Fam','TA','No',812,0,'LwQ','Unf',0,0,'TA',124,'Y','Norm','Norm','SBrkr',0,'TA','Wd Sdng','Wd Sdng','TA','GdWo','None',0,'CBlock',1,'Min1',286,1,'TA','Unf','TA','Attchd',1954,1128,0,'GasA','TA','1Story',1,'TA','Gtl',9000,'Inside',75,'Reg',0,0,'None','None',0,'6','20','RL','NAmes',0,'5',5,'Y',0,'None','CompShg','Gable','Family','WD',0,'Pave',936,5,'AllPub',0,1128,0,0,1954,1954,'2006',118000
806,'None',3,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'Gd',1417,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','Gd','None','None',0,'PConc',2,'Typ',554,2,'TA','RFn','TA','Attchd',2008,1428,0,'GasA','Ex','1Story',1,'Ex','Gtl',12274,'FR2',91,'IR1',0,256,'Stone','None',0,'7','20','RL','Somerst',60,'5',7,'Y',0,'None','CompShg','Gable','Partial','New',0,'Pave',1417,6,'AllPub',0,1428,0,0,2008,2008,'2008',227680
807,'None',3,'1Fam','TA','Av',400,480,'ALQ','Rec',0,0,'TA',100,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','TA','None','None',0,'PConc',2,'Typ',384,1,'TA','Fin','TA','Attchd',1967,980,0,'GasA','Gd','SLvl',1,'TA','Gtl',9750,'Inside',75,'Reg',0,0,'None','None',0,'10','80','RL','NAmes',0,'5',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',980,6,'AllPub',68,980,0,0,1967,1967,'2006',135500
808,'None',3,'1Fam','TA','Gd',1309,0,'GLQ','Unf',2,0,'TA',15,'Y','Norm','Norm','SBrkr',0,'TA','Wd Sdng','Wd Sdng','TA','None','TA',1,'CBlock',1,'Typ',528,2,'TA','RFn','TA','Attchd',1923,1576,1,'GasA','Ex','2Story',1,'Gd','Gtl',21384,'Inside',144,'Reg',0,0,'None','None',0,'5','70','RL','BrkSide',312,'6',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1324,6,'AllPub',0,1072,504,0,1923,2004,'2009',223500
809,'None',3,'1Fam','TA','Av',516,128,'ALQ','BLQ',1,0,'TA',380,'Y','Norm','Norm','SBrkr',0,'TA','VinylSd','VinylSd','TA','GdWo','Gd',1,'CBlock',1,'Typ',484,2,'TA','RFn','TA','Attchd',1966,1086,0,'GasA','TA','SLvl',1,'TA','Gtl',13400,'Inside',85,'Reg',0,1047,'BrkFace','None',0,'6','80','RL','NAmes',0,'5',5,'Y',0,'None','CompShg','Gable','Normal','WD',0,'Pave',1024,6,'AllPub',0,1086,0,0,1966,1966,'2006',159950
810,'None',2,'1Fam','TA','No',0,0,'Unf','Unf',0,0,'TA',849,'N','Norm','Norm','FuseA',0,'TA','AsbShng','AsbShng','TA','MnPrv','None',0,'PConc',2,'Typ',360,2,'Po','Unf','Fa','Detchd',1910,2138,0,'GasA','TA','2.5Unf',3,'TA','Gtl',8100,'Corner',90,'Reg',0,0,'None','None',0,'11','75','RM','OldTown',156,'5',5,'N',0,'None','CompShg','Hip','Normal','WD',0,'Pave',849,11,'AllPub',40,1075,1063,0,1898,1965,'2009',106000
811,'None',3,'1Fam','TA','No',663,377,'ALQ','LwQ',1,0,'TA',0,'Y','Norm','Norm','SBrkr',0,'TA','HdBoard','HdBoard','TA','GdPrv','Fa',1,'CBlock',1,'Typ',484,2,'TA','RFn','TA','Attchd',1974,1309,1,'GasA','Fa','1Story',1,'Gd','Gtl',10140,'Inside',78,'Reg',0,99,'BrkFace','None',0,'1','20','RL','NWAmes',0,'6',6,'Y',648,'Fa','CompShg','Hip','Normal','WD',0,'Pave',1040,5,'AllPub',265,1309,0,0,1974,1999,'2006',181000
